gene;log2FC;pvalue;ATAC score (pi-value)
BAAT;-0.129411392;0.692288534;-0.0206686637028518
BABAM1;-0.565794879;0.01377817;-1.05283589807318
BABAM2;0.171343601;0.31731911;0.0854154314871872
BACE1;0.388795124;0.008725529;0.800610120575181
BACE2;0.237616535;0.090781111;0.247597500304466
BACH1;-1.057277326;0.027197496;-1.65513707574895
BACH1-IT2;-1.057277326;0.027197496;-1.65513707574895
BACH1-IT3;0.06006837;0.437217517;0.021582712297328
BACH2;-0.561924639;0.015786915;-1.01242115577919
BAD;-0.590103371;0.017129769;-1.04226919008789
BAG1;0.407188142;0.001791911;1.11841697729987
BAG2;0.458800833;0.004289141;1.08627046788397
BAG3;0.41033103;0.054255809;0.51929597639891
BAG4;-0.750909369;0.000592439;-2.42345212767117
BAG5;0.31212729;0.034151789;0.457761682716857
BAG6;0.446536347;0.027684267;0.695599572650562
BAGE;0.317382142;0.12231772;0.289614576049724
BAGE2;-0.168420303;0.061113695;-0.204438914484459
BAGE3;0.236245437;0.349775746;0.107777603689648
BAGE4;0.236245437;0.349775746;0.107777603689648
BAGE5;0.236245437;0.349775746;0.107777603689648
BAHCC1;0.127403546;0.07090833;0.146425244861088
BAHD1;0.298228361;0.003104554;0.747956962518995
BAI1;0.128397678;0.92703706;0.00422465644650044
BAI2;0.407188142;0.001791911;1.11841697729987
BAI3;-0.79456117;0.010139247;-1.58435044164742
BAIAP2;0.503018911;0.003967282;1.20800339976418
BAIAP2-AS1;0.503018911;0.003967282;1.20800339976418
BAIAP2-DT;0.25063822;0.405251953;0.0983190785541419
BAIAP2L1;-0.263071424;0.031968937;-0.393363282804769
BAIAP2L2;0.354816077;0.078903071;0.391328813292659
BAIAP3;-0.600451186;0.05333656;-0.764359347322885
BAK1;-0.44125205;0.059019225;-0.542301636554033
BAMBI;0.182969202;0.005340556;0.415781689584967
BANF1;0.189867612;0.026485879;0.299418491804298
BANK1;0.469674224;0.031201558;0.707246587001917
BANP;0.529592074;0.016544654;0.94338476890859
BAP1;0.273117392;0.155697764;0.220601731037158
BARD1;-0.531173803;0.0274977;-0.829004882768586
BARHL1;0.419273308;0.001172627;1.22882302826797
BARX2;-0.392108469;0.063309575;-0.469953999363389
BASP1;0.194849625;0.003771849;0.472207486218858
BASP1P1;-0.176120216;0.38629983;-0.0727509432860854
BATF;0.097438794;0.097611517;0.0984617978295153
BATF2;0.36428164;0.015503605;0.659192145586164
BATF3;-0.567676679;0.021335;-0.948535136956836
BAX;-0.1894862;0.02549772;-0.301946004336678
BAZ1A;-0.543963478;0.009427868;-1.10184508116436
BAZ1B;-0.136865157;0.020237678;-0.231827584244948
BAZ2A;-0.427367488;0.006930831;-0.922778158448687
BAZ2B;-0.206189402;0.055744273;-0.258520219464773
BBC3;0.507559404;0.004095011;1.21192239220549
BBIP1;0.202056199;0.04361877;0.274862419203766
BBOX1;-0.146069607;0.41964105;-0.0550860674401096
BBOX1-AS1;-0.200047175;0.548993406;-0.0520988602930111
BBS1;0.408849488;0.042439491;0.561035464832713
BBS10;-0.358647899;0.036009569;-0.517737678837481
BBS12;0.167049992;0.049149802;0.218581277416645
BBS2;0.363611497;0.097986455;0.36682362429571
BBS4;0.238739175;0.091808053;0.247600987608707
BBS5;-0.512482445;0.004214803;-1.21725994670894
BBS7;0.376655974;0.130096093;0.333617660048955
BBS9;-0.469631196;0.030214305;-0.713739570145214
BBX;0.215947775;0.055236226;0.271613929108623
BCAM;0.369361279;0.064561407;0.439549899756092
BCAN;0.160682762;0.046791139;0.213681783026791
BCAP29;0.46341216;0.014791134;0.848043570857923
BCAP31;0.20829167;0.114215237;0.196268232211059
BCAR1;-0.618372001;0.025365454;-0.986771671886952
BCAR3;0.602594159;0.00134167;1.73086391835002
BCAR4;-0.2595187;0.314490886;-0.130380102112165
BCAS1;-0.322824291;0.008828928;-0.663110801568476
BCAS2;0.276001246;0.006649766;0.600908156569587
BCAS3;0.531223494;0.009352848;1.07788228351986
BCAS4;-0.41884096;0.009915166;-0.839231635919195
BCAT1;-0.29897399;0.004448026;-0.70313680100155
BCAT2;0.213311056;0.015578235;0.385555840590584
BCCIP;0.30137393;0.013624533;0.562266823944378
BCDIN3D;-0.629954485;0.004476306;-1.47981362826782
BCDIN3D-AS1;0.935351925;0.001819697;2.5628651358719
BCHE;0.390691032;0.018430766;0.677636644763396
BCKDHA;0.628439964;0.019556722;1.07381784110673
BCKDHB;0.342355355;0.046040749;0.457680365009835
BCKDK;-0.396088251;0.01155148;-0.767366472481059
BCL10;-0.662185941;0.007530232;-1.40594765627642
BCL11A;-0.938522296;0.001465101;-2.65989648027135
BCL11B;0.503716581;0.012891548;0.951870669277401
BCL2;0.55663392;0.002286695;1.46995426807373
BCL2A1;0.494915485;0.001915776;1.34500967685289
BCL2L1;0.246573525;0.003980599;0.591789175903624
BCL2L10;0.362845998;0.089940518;0.379553102464257
BCL2L11;-0.658675567;0.021264763;-1.10152913756688
BCL2L12;-0.1894862;0.02549772;-0.301946004336678
BCL2L13;0.534743249;0.002670682;1.37609641672009
BCL2L14;-0.23698395;0.005107887;-0.543110033686812
BCL2L15;0.0959853;0.183800742;0.0706118489166982
BCL2L2;-0.331854011;0.003228704;-0.826638972583522
BCL2L2-PABPN1;-0.331854011;0.003228704;-0.826638972583522
BCL3;0.484528081;0.021821622;0.804855880386789
BCL6;-0.483533433;0.030074101;-0.735844730417276
BCL6B;0.430449695;0.112165977;0.408986980973393
BCL7A;0.42680102;0.001215967;1.24415835390945
BCL7B;-0.696252952;0.026475631;-1.0980979057735
BCL7C;-0.647046466;0.00115823;-1.89986119185959
BCL9;0.393747304;0.008092713;0.823682293051682
BCL9L;0.706301887;0.007324742;1.50810120497132
BCLAF1;0.338788008;0.015268486;0.615308143681276
BCO1;-0.430187696;0.013911934;-0.798691850018334
BCO2;-0.395261988;0.177157132;-0.297095257873361
BCOR;0.332869013;0.009395416;0.674753445661138
BCORL1;0.163011021;0.212955985;0.109496157340382
BCR;-0.481304656;0.004665874;-1.12195339733621
BCRP2;-0.667614265;0.019253696;-1.14528285131576
BCS1L;-0.584205717;0.010020705;-1.1678866553804
BCYRN1;0.193331196;0.262305565;0.112362640250439
BDH1;-0.317545488;0.040381793;-0.442599474391115
BDH2;0.126726249;0.052430641;0.162262168913356
BDKRB1;-0.545616469;0.0403205;-0.760848029643225
BDKRB2;0.187369304;0.079431454;0.206107637342241
BDNF;0.553865913;0.027515882;0.864261543584675
BDNF-AS;0.078346326;0.054813967;0.098803238502633
BDP1;0.233217614;0.025350002;0.372220443213518
BEAN1-AS1;0.433536634;0.004087252;1.03553198441291
BECN1;0.451287729;0.013293743;0.846774958460167
BEGAIN;-0.343474335;0.105564872;-0.335396015985296
BEND3;0.251304095;0.02185816;0.417261901441874
BEND3P3;-0.330086361;0.112589547;-0.313087549891582
BEND4;-0.676302459;0.027971343;-1.05049160200182
BEND5;0.107595739;0.037265681;0.153721057274874
BEND6;0.562136767;0.026098434;0.890079234616835
BEND7;-0.241794808;0.169233878;-0.186547763610904
BEST1;-0.50108653;0.010440427;-0.992793591490899
BEST2;0.063004686;0.593788926;0.0142622388466376
BEST3;0.200592454;0.099265716;0.201234494383083
BEST4;0.486167821;0.041958271;0.669541774474787
BET1;0.513653007;0.013986025;0.952469698596587
BET1L;-0.615270321;0.009013713;-1.25828704106846
BEX1;0.037926826;0.704827625;0.00576173275566004
BEX2;0.207288312;0.007081024;0.445649957366192
BEX3;-0.323431775;0.367830125;-0.140483466439077
BEX4;0.14113557;0.082290478;0.15308275456976
BEX5;0.240695345;0.007048619;0.517951341405839
BFAR;-0.505760599;0.005047448;-1.16169575526692
BFSP1;-0.519680751;0.000433259;-1.74781753667777
BFSP2;-0.466755085;0.098847911;-0.469104032021569
BFSP2-AS1;0.360206641;0.437576013;0.129294910591055
BGLAP;0.359544545;0.055315437;0.452002737900294
BGLT3;0.443326556;0.032739335;0.658308967617993
BGN;-0.253352005;0.128243487;-0.225981040529452
BHLHA15;0.410809647;0.039294411;0.577462474694643
BHLHA9;0.553411881;0.008945145;1.13361587842251
BHLHB9;0.240695345;0.007048619;0.517951341405839
BHLHE22;0.580561138;0.027354713;0.907398386332903
BHLHE23;-0.566740823;0.03190054;-0.847958733194924
BHLHE40;0.405591333;0.001003674;1.21612802424039
BHLHE40-AS1;0.248364744;0.003999046;0.595589484879353
BHLHE41;0.322819954;0.072979552;0.366981338573067
BHMG1;0.676193779;0.004804841;1.56763422390628
BHMT;0.227692897;0.069275476;0.263991808261725
BICC1;-0.19549009;0.315034575;-0.0980659966880496
BICD1;-0.39713681;0.002033809;-1.06896911464489
BICD2;0.619727589;0.011109122;1.21114618521705
BICDL1;0.335143435;0.050411974;0.434837311372866
BICRA;0.299381457;0.252276975;0.179066751139813
BID;-0.350327155;0.039014287;-0.493532602165617
BIK;0.29821987;0.095108656;0.304715085464073
BIN1;0.30137393;0.013624533;0.562266823944378
BIN2;0.212408322;0.176744628;0.159869925890768
BIN3;-0.381252764;0.029666102;-0.582454912532334
BIN3-IT1;-0.190960897;0.228712275;-0.122350656792804
BIRC2;0.207288312;0.007081024;0.445649957366192
BIRC3;0.552633758;0.014680508;1.01312076411445
BIRC5;-0.430068715;0.02530856;-0.686704722219876
BIRC6;0.590342125;0.035595431;0.85517299327643
BIRC6-AS2;0.129823237;0.200460987;0.0906127423404986
BIRC7;-0.561788018;0.018933637;-0.967829270512356
BIRC8;0.065008282;0.461666302;0.0218214486177702
BIVM;0.266364234;0.04193199;0.36690461980679
BLACE;-0.557689265;0.069886584;-0.644469165042013
BLCAP;-0.857223328;0.003261163;-2.13159509562128
BLK;0.206874981;0.016451816;0.369020727205343
BLM;-0.455246157;0.028085865;-0.706319964768597
BLMH;-0.328191562;0.069101084;-0.380871276430614
BLNK;-0.774868017;0.008782519;-1.59342379171954
BLOC1S1;0.341114604;0.008181161;0.711969305427364
BLOC1S1-RDH5;0.341114604;0.008181161;0.711969305427364
BLOC1S2;0.240695345;0.007048619;0.517951341405839
BLOC1S3;-0.547375908;0.027359202;-0.855491931335656
BLOC1S4;-0.55943794;0.022163687;-0.925510626877902
BLOC1S5;0.39996736;0.005366177;0.908059898863519
BLOC1S5-TXNDC5;0.39996736;0.005366177;0.908059898863519
BLOC1S6;0.362408523;0.05348692;0.460893912483801
BLVRA;0.234413877;0.021508649;0.390858620101297
BLVRB;0.084921974;0.007944946;0.178328421767515
BLZF1;0.115356535;0.13611709;0.0999088350236402
BMF;-0.53434624;0.051618636;-0.68780699388389
BMI1;0.399592666;0.001922066;1.08538626790943
BMP1;0.445883841;0.00183196;1.22042153293816
BMP10;0.214189599;0.154568254;0.173681997529384
BMP15;-0.592924355;0.002148001;-1.58190173557488
BMP2;0.567868067;0.057203336;0.705620732188163
BMP2K;0.440706181;0.025461229;0.702538817991041
BMP3;0.329868074;0.005922765;0.73477305263811
BMP4;-0.109257564;0.250592104;-0.0656673596696407
BMP6;0.39996736;0.005366177;0.908059898863519
BMP7;-0.37245517;0.019594702;-0.636101784597491
BMP7-AS1;-0.193784864;0.413690759;-0.0742824241358933
BMP8A;0.277791659;0.037228481;0.396998916759705
BMP8B;0.653654612;0.011809451;1.26009594190349
BMPER;-0.277429283;0.077526448;-0.308099121718603
BMPR1A;0.709326405;0.006447487;1.5538571790224
BMPR1B;0.366273553;0.012966335;0.691225135433505
BMPR1B-AS1;0.062450266;0.382162871;0.026088692863543
BMPR2;0.269219878;0.025112812;0.430779979888627
BMS1;-0.440858196;0.042479674;-0.604777572341017
BMS1P14;-0.464699916;0.066597057;-0.546740345185772
BMS1P2;0.239855724;0.343950136;0.11117421090066
BMS1P20;-0.50519404;0.033350755;-0.746118213228134
BMS1P21;-0.195779934;0.234563426;-0.123290397637213
BMS1P22;-0.414945849;0.082113153;-0.450459931998497
BMS1P4;-0.337333559;0.107625458;-0.326567554212338
BMT2;0.058424435;0.404112824;0.0229898613738341
BNC2;-0.362437858;0.034083607;-0.531861047917164
BNC2-AS1;-0.153864597;0.522734722;-0.0433465267768065
BNIP1;-0.611507762;0.020584622;-1.03128160915566
BNIP2;-0.938522296;0.001465101;-2.65989648027135
BNIP3;-0.768999985;0.006510276;-1.68134202809427
BNIP3L;0.235874095;0.011175604;0.46036231051148
BNIPL;-0.45647484;0.105445157;-0.445963759201971
BOC;0.29036866;0.138714926;0.249100538448934
BOD1;-0.521559704;0.019213734;-0.895198935143404
BOD1L1;-0.59962925;0.008633109;-1.23753449943898
BOK;0.028299838;0.78146008;0.00303072028216498
BOK-AS1;-0.397381518;0.038203701;-0.563445093644034
BOLA1;-0.428840109;0.03197319;-0.641207748260949
BOLA3;0.174782549;0.02462209;0.281168331968061
BOLA3-AS1;0.174782549;0.02462209;0.281168331968061
BOLL;0.36633446;0.032712398;0.544112037673951
1 BOP;0.288013898;0.089147826;0.30238269342103
BORA;0.127645545;0.081060208;0.139285834071272
BORCS5;0.479324424;0.018732952;0.827982028467936
BORCS6;0.214736811;0.198208457;0.15093374144462
BORCS7-ASMT;-0.024116308;0.85535006;-0.00163643884406969
BORCS8;0.318337626;0.11291001;0.301550904369528
BPESC1;-0.36811376;0.216503051;-0.244624837925983
BPGM;0.237136183;0.040640841;0.329865278950937
BPHL;0.424631119;0.000715708;1.335577026362
BPI;-0.857223328;0.003261163;-2.13159509562128
BPIFA1;-0.244450151;0.480450381;-0.0778210619503891
BPIFA2;-0.227030953;0.147847644;-0.18847782605181
BPIFA4P;0.214097825;0.498474378;0.0647340103031184
BPIFB1;-0.287335113;0.233866531;-0.18131762984919
BPIFB2;-0.473009803;0.088004806;-0.499258824579539
BPNT1;-0.245419028;0.493169679;-0.0753445330800299
BPTF;0.399080257;0.04466935;0.538754502633649
BRAF;0.41232799;0.002060589;1.10751653659865
BRAP;-0.203514753;0.098457275;-0.204888922945579
BRAT1;-0.5920262;0.006593954;-1.29112275779737
BRCA1;0.963897255;0.001437145;2.7398773803138
BRCA2;0.463735066;0.007287732;0.991190857489078
BRCC3;0.228683334;0.160814312;0.18150031438935
BRD1;0.402993873;0.014194869;0.744679728377233
BRD2;0.337102799;0.017172479;0.595042738439965
BRD3;-0.316635199;0.131904073;-0.278557217975127
BRD3OS;0.195853893;0.27508321;0.109783141399696
BRD4;-0.343657251;0.032080361;-0.513341714113125
BRD7;0.31022677;0.006101197;0.687023536536231
BRD8;-0.30504693;0.029038705;-0.468864072809612
BRD9;0.306840526;0.012999278;0.57872601505752
BRDT;0.137984159;0.607085987;0.0299080377030974
BRDTP1;-0.180072767;0.549919392;-0.046765071426705
BRE;-0.28318765;0.009408683;-0.573871606610704
BRE-AS1;-0.28318765;0.009408683;-0.573871606610704
BRF1;0.353197488;0.004986703;0.813126487609544
BRF2;-0.750909369;0.000592439;-2.42345212767117
BRI3;0.410809647;0.039294411;0.577462474694643
BRI3BP;-0.155974246;0.052221523;-0.199982452265963
BRICD5;-0.481640024;0.048459828;-0.633172708479182
BRINP1;-0.244953457;0.261972771;-0.142500166204704
BRINP2;-0.319360308;0.208784339;-0.217261482139578
BRINP3;0.356438536;0.070685384;0.410143265075549
BRIP1;0.433614589;0.001789076;1.19130023814073
BRIX1;-0.350468599;0.011767299;-0.676167202862911
BRK1;0.493755677;0.002114933;1.32064998127623
BRMS1;-0.365729052;0.031036092;-0.551568041198458
BRMS1L;0.304760618;0.01576203;0.549296835112785
BROX;0.585394765;0.035735453;0.847008100054857
BRPF1;0.493755677;0.002114933;1.32064998127623
BRPF3;0.365027695;0.006456945;0.799400764501563
BRS3;-0.352690135;0.051224264;-0.455155180032674
BRSK1;-0.432386116;0.024733575;-0.69472043943741
BRSK2;-2.40E-01;0.051095964;-0.309987216680404
BRWD1;0.332869013;0.009395416;0.674753445661138
BRWD1-AS1;0.332869013;0.009395416;0.674753445661138
BRWD1-IT2;0.332869013;0.009395416;0.674753445661138
BRWD3;0.407977172;0.002820366;1.04021716359237
BSCL2;-0.166930703;0.07485285;-0.187929193130655
BSDC1;0.191743636;0.017004498;0.339278127707145
BSG;-0.256222121;0.022274712;-0.423327088655758
BSN;0.213311056;0.015578235;0.385555840590584
BSN-AS2;0.213311056;0.015578235;0.385555840590584
BSN-DT;-0.394986424;0.005546932;-0.89106850071766
BSND;0.367707001;0.135995286;0.318609344827709
BSPRY;-0.724396323;0.055290625;-0.910818630716134
BST1;-0.149857962;0.125980494;-0.134826712832477
BST2;0.483294222;0.005143057;1.10615350297905
BSX;-0.106395966;0.266821727;-0.0610477506744397
BTAF1;0.40381257;0.007013341;0.869842579687018
BTBD1;-0.233671763;0.124882907;-0.21112173694998
BTBD10;0.34438358;0.010434264;0.682409212086484
BTBD11;-0.27291845;0.073704072;-0.309082469232931
BTBD16;-0.145546865;0.405625515;-0.0570361390727526
BTBD17;0.183888588;0.01697194;0.325532177096853
BTBD18;0.12463823;0.081226814;0.135893134581509
BTBD19;0.486167821;0.041958271;0.669541774474787
BTBD2;-0.394628842;0.003238452;-0.982492643406528
BTBD3;-0.179099928;0.334189262;-0.0852529105443399
BTBD6;-0.50316012;0.004859138;-1.16403113381363
BTBD7;0.187204612;0.017893362;0.327104125878322
BTBD8;-0.352626464;0.192473531;-0.252349718980746
BTBD9;0.219625554;0.048933068;0.287796788766232
BTBD9-AS1;0.43986611;0.041351411;0.608559015277062
BTC;-0.424446813;0.053709249;-0.539026620740614
BTD;0.091170299;0.01365586;0.170003519227919
BTF3;0.459860178;0.007209523;0.985063483641065
BTF3L4;-0.852079394;0.015543985;-1.54093244113853
BTG1;0.481963672;0.007873842;1.01396158529648
BTG2;0.453061776;0.026839104;0.711865154448643
BTG3;0.244731558;0.180550799;0.18193358346567
BTK;-0.280777143;0.070698425;-0.323059446299973
BTLA;0.631320717;0.003134003;1.58076431712795
BTN1A1;0.307810888;0.018622172;0.532503499225892
BTN2A1;0.307810888;0.018622172;0.532503499225892
BTN2A2;0.307810888;0.018622172;0.532503499225892
BTN2A3P;0.307810888;0.018622172;0.532503499225892
BTN3A1;0.307810888;0.018622172;0.532503499225892
BTN3A2;0.307810888;0.018622172;0.532503499225892
BTN3A3;0.307810888;0.018622172;0.532503499225892
BTNL10;0.262673227;0.021618837;0.437394966142118
BTNL3;0.449660718;0.371215465;0.193522254498647
BTRC;0.395456774;0.03453772;0.578041672042235
BUB1;0.179008087;0.117256178;0.166632231491541
BUB1B;0.503904337;0.022546993;0.829885781996736
BUB3;-0.707977541;0.01041961;-1.40331664650222
BUD13;0.59619231;0.070616506;0.686273256438791
BUD31;0.224637914;0.109772768;0.21554128806947
BVES;-0.261461396;0.153929245;-0.212484149436462
BYSL;-0.610484001;0.000312491;-2.13984561871894
BZRAP1;0.164133836;0.035703314;0.237549500876256
BZRAP1-AS1;-0.025570835;0.655619169;-0.00468837058460794
BZW1;0.171836912;0.174799955;0.130159361141107
BZW2;0.247260954;0.004175014;0.588318388603835
C10orf10;-0.255712681;0.120459966;-0.235040168173029
C10orf105;-0.474629153;0.010579058;-0.937655047965045
C10orf107;0.464760787;0.014779835;0.85066580382785
C10orf11;-0.148302752;0.253972519;-0.0882717664880719
C10orf111;0.266501781;0.05454947;0.33664757210241
C10orf113;0.409032929;0.023882179;0.663421163216293
C10orf12;-0.539103914;0.028438875;-0.833501869890222
C10orf120;-0.065558705;0.354080392;-0.0295602970053789
C10orf126;-0.106793915;0.598126049;-0.0238371796302967
C10orf128;-0.54048254;0.021362705;-0.902791636289255
C10orf131;-0.774868017;0.008782519;-1.59342379171954
C10orf142;0.243094237;0.158938166;0.194176821901928
C10orf143;0.124588162;0.181243675;0.0924116670097291
C10orf2;0.190231094;0.103752737;0.18718747977244
C10orf25;-0.42224004;0.001346626;-1.2121468635095
C10orf32;0.423029677;0.028485263;0.653741503429055
C10orf32-ASMT;0.423029677;0.028485263;0.653741503429055
C10orf35;-0.463178583;0.043203601;-0.631997937681264
C10orf54;-0.474629153;0.010579058;-0.937655047965045
C10orf55;0.352243708;0.027232084;0.551232914242837
C10orf67;-0.345558634;0.173404561;-0.262949208513805
C10orf71;0.31022677;0.006101197;0.687023536536231
C10orf71-AS1;0.31022677;0.006101197;0.687023536536231
C10orf76;0.310493888;0.003335367;0.769048765099693
C10orf82;-0.341354852;0.115328009;-0.320213109383477
C10orf88;-0.121346963;0.187625175;-0.0881839167474537
C10orf90;-0.375009406;0.126829694;-0.336300580864264
C10orf91;-0.278529413;0.093962756;-0.286062033056831
C10orf95;-0.456422375;0.1823387;-0.337351428809137
C10orf99;0.284357035;0.419815564;0.107185957262718
C11orf1;0.246709219;0.020513719;0.416434207242377
C11orf16;-0.251095278;0.493292787;-0.0770599443013665
C11orf21;-0.045548253;0.572852342;-0.0110207326360448
C11orf24;0.614609364;0.00102524;1.8371746125455
C11orf30;0.172548359;0.052495826;0.220840370048025
C11orf31;-0.492580941;0.055068098;-0.620208625071626
C11orf40;0.188009079;0.215846209;0.125186893335439
C11orf45;0.274098236;0.017321879;0.482798003227909
C11orf49;-0.344902538;0.008530128;-0.713618682701494
C11orf52;0.142018608;0.411373017;0.0547856944423462
C11orf53;0.24647681;0.319382706;0.12217574582468
C11orf54;0.304442347;0.008576824;0.629182931350768
C11orf57;0.378939253;0.009296611;0.769881536032018
C11orf58;0.288821165;0.017959497;0.504196791852751
C11orf63;0.443126811;0.097818646;0.447371235998275
C11orf65;0.211601877;0.068958543;0.24575694290591
C11orf68;0.189867612;0.026485879;0.299418491804298
C11orf71;-0.286129598;0.170682;-0.21969381811503
C11orf73;-0.290297447;0.077423403;-0.32255754737429
C11orf74;-0.351510095;0.222596811;-0.22935368002318
C11orf80;0.323118851;0.03212838;0.482452366376947
C11orf84;0.25944929;0.013045495;0.488942418990567
C11orf85;0.650547987;0.03015854;0.989216559833477
C11orf86;0.484878706;0.067739733;0.566899100279035
C11orf87;-0.494309489;0.011222963;-0.963850349890628
C11orf91;-0.49571654;0.018839037;-0.85508193339556
C11orf94;0.362408523;0.05348692;0.460893912483801
C11orf95;0.520062463;0.005840245;1.16159536095272
C11orf96;-0.301157201;0.038451449;-0.42616372732187
C11orf97;0.304442347;0.008576824;0.629182931350768
C12orf10;-0.379809027;0.001234918;-1.10462209546814
C12orf29;0.234946472;0.046265002;0.313594196100126
C12orf4;-0.347893391;0.066709684;-0.409056916519361
C12orf40;0.379215184;0.021510096;0.632287338547853
C12orf42;0.323664846;0.089528939;0.339212592527653
C12orf43;0.451026234;0.031394683;0.677957331368562
C12orf45;0.174674506;0.010789934;0.343581471483626
C12orf49;-0.460499281;0.013370999;-0.862900196873916
C12orf5;-0.347893391;0.066709684;-0.409056916519361
C12orf56;0.577714629;0.000261107;2.070056362275
C12orf57;-0.285263742;0.00820496;-0.595038352217031
C12orf60;-0.631354358;0.000961189;-1.90491681807425
C12orf65;-0.122276375;0.009246073;-0.248715365753125
C12orf66;0.338977869;0.000790541;1.05153497678469
C12orf71;-0.513260785;0.002386298;-1.34591109063918
C12orf73;0.28716294;0.039346961;0.403489432250106
C12orf74;-0.556922637;0.000637538;-1.77964290284318
C12orf75;0.304903205;0.022414626;0.502928233163999
C12orf76;0.208187212;0.129810218;0.184597752331563
C12orf77;0.363404119;0.006868477;0.786093823061944
C12orf79;0.481963672;0.007873842;1.01396158529648
C12orf80;-0.353658787;0.377587624;-0.149591389030632
C14orf1;-0.616460567;0.011276422;-1.20075957236787
C14orf105;0.387899546;0.038167375;0.550160916047924
C14orf119;-0.481304656;0.004665874;-1.12195339733621
C14orf132;0.399057428;0.071690225;0.456737211220675
C14orf142;0.287337068;0.027998385;0.446196256194717
C14orf144;-0.231456718;0.275503353;-0.129586392819526
C14orf159;-0.36678889;0.106605525;-0.35659959980427
C14orf166;0.335173123;0.007173766;0.718695905337666
C14orf169;-0.369265576;0.015983717;-0.663319958680892
C14orf177;0.3510261;0.190532296;0.252749813891533
C14orf178;-0.247594305;0.168497983;-0.191490746120141
C14orf180;0.155942117;0.547447614;0.0408034139877467
C14orf182;-0.678341067;0.008570181;-1.40213777282938
C14orf183;-8.38E-05;0.613737254;-1.77670676845708E-05
C14orf2;-0.228241639;0.086521036;-0.24259308273298
C14orf28;0.268774239;0.090120064;0.280917058248745
C14orf37;-0.346202134;0.037499643;-0.493674849503751
C14orf39;-0.569527855;0.034315388;-0.834079857564082
C14orf79;-0.50316012;0.004859138;-1.16403113381363
C14orf80;-0.50316012;0.004859138;-1.16403113381363
C14orf93;-0.481304656;0.004665874;-1.12195339733621
C15orf27;-0.572468059;0.006046346;-1.27002439851491
C15orf38-AP3S2;-0.025583449;0.738124489;-0.00337369928722428
C15orf39;-0.720377903;0.005449895;-1.63065596847525
C15orf40;-0.389417722;0.021818102;-0.646894112241318
C15orf41;0.214518385;0.086271758;0.228275739069628
C15orf48;0.676932415;0.054350936;0.856179361246543
C15orf52;-0.36625124;0.006562343;-0.799504875085431
C15orf53;0.537730648;0.009532333;1.08664652072261
C15orf54;-0.289611735;0.259358573;-0.169741261797398
C15orf56;0.277130868;0.098119596;0.279415603780664
C15orf57;0.298228361;0.003104554;0.747956962518995
C15orf59;-0.574572364;0.02725385;-0.898959912372532
C15orf61;-0.563912242;0.008717924;-1.16142627840592
C15orf62;0.284931812;0.018761996;0.491997732225758
C15orf65;0.489617444;0.004410607;1.15329469114186
C16orf13;-0.561074638;0.005117945;-1.28536834882616
C16orf45;-0.283686095;0.048376582;-0.373150709156044
C16orf46;-0.42824709;0.00327984;-1.06382887030065
C16orf47;-0.312845976;0.199145624;-0.219251605182023
C16orf52;0.598733398;0.049463246;0.781776607759508
C16orf54;-0.541516372;0.003237222;-1.34828236381723
C16orf58;-0.343971228;0.064303523;-0.409932950583891
C16orf59;-0.655793162;0.004953001;-1.51168953051675
C16orf62;-0.450548364;0.046473329;-0.600489155031066
C16orf70;0.56887329;0.011895095;1.09487178630543
C16orf71;-0.463092713;0.002790308;-1.18289987846608
C16orf72;-0.317445039;0.067197826;-0.372250267005037
C16orf74;-0.371171241;0.003337727;-0.919223835544916
C16orf78;-0.262394142;0.43535885;-0.0947643325778705
C16orf82;-0.292525905;0.332667488;-0.139824352369004
C16orf86;0.435188963;0.014270465;0.803168158648258
C16orf87;-0.454472995;0.041783186;-0.626717554674543
C16orf91;-0.482275257;0.068390009;-0.561854213878383
C16orf92;-0.541516372;0.003237222;-1.34828236381723
C16orf93;-0.647046466;0.00115823;-1.89986119185959
C16orf95;-0.43326948;0.009716583;-0.871948951282624
C17orf100;-0.592190673;0.018858624;-1.02122689266943
C17orf104;-0.453458627;0.134196002;-0.39553401361018
C17orf105;0.294364302;0.123350899;0.267535256872797
C17orf107;0.052550018;0.576114126;0.0125852813737124
C17orf112;-0.232970619;0.10930186;-0.223971534197015
C17orf113;-0.158140472;0.36211025;-0.0697651212276154
C17orf49;0.392430165;0.013573853;0.732783614235633
C17orf50;-0.137939105;0.574963447;-0.0331550107899655
C17orf51;-0.199503102;0.054171105;-0.25261727278807
C17orf53;0.291818201;0.053713923;0.370583764363162
C17orf58;0.207635224;0.076542732;0.2317408514344
C17orf59;0.363242575;0.041196461;0.503141853253224
C17orf62;0.506569101;0.000586688;1.63702505679205
C17orf64;0.531223494;0.009352848;1.07788228351986
C17orf67;0.489617444;0.004410607;1.15329469114186
C17orf70;0.596075729;0.001972896;1.61232274045043
C17orf74;0.01402132;0.85648034;0.000943390886866112
C17orf75;0.246573525;0.003980599;0.591789175903624
C17orf78;0.221646301;0.155579766;0.179100603327071
C17orf80;0.285675005;0.015309657;0.518510001059894
C17orf82;0.629726249;0.003095392;1.58016221772859
C17orf85;0.257965651;0.018416024;0.447519876168838
C17orf89;0.459791959;0.003415775;1.13408180705635
C17orf96;0.337425523;0.021184904;0.56484138361646
C17orf97;-0.591259133;0.001856634;-1.61489052026217
C17orf99;-0.430068715;0.02530856;-0.686704722219876
