gene;log2FC;pvalue;ATAC score (pi-value)
PTPN4;-0.407259364;0.002479787;-1.06114914288365
PTPN6;-0.285263742;0.00820496;-0.595038352217031
PTPN7;0.45824775;0.016714011;0.814269278647238
PTPN9;-0.572468059;0.006046346;-1.27002439851491
PTPRA;0.154644356;0.420519558;0.0581793409332203
PTPRB;-0.078623086;0.327741603;-0.0380904027582163
PTPRC;0.539865743;0.007143454;1.15860141583586
PTPRCAP;-0.560570701;0.014048603;-1.03838258925801
PTPRD;-0.441306419;0.017565178;-0.774646094985658
PTPRD-AS1;-0.008836903;0.528220079;-0.00244945779020997
PTPRD-AS2;-0.15151477;0.145107178;-0.127016514086152
PTPRE;-0.138401988;0.025121275;-0.221437412521122
PTPRF;0.234413877;0.021508649;0.390858620101297
PTPRG;0.481774631;0.012518096;0.916557794209307
PTPRG-AS1;0.23244665;0.019202173;0.399029453833241
PTPRH;-0.460478652;0.029759319;-0.702864028574295
PTPRJ;-0.467517357;0.049784262;-0.609132070189574
PTPRK;0.252008017;0.094483841;0.258218114453205
PTPRM;0.385320058;0.067431131;0.451263561638211
PTPRN;0.005962846;0.923345878;0.000206526660954725
PTPRN2;-0.408415536;0.27676769;-0.227848742433209
PTPRO;0.505020479;0.03976965;0.707255036476927
PTPRS;0.405591333;0.001003674;1.21612802424039
PTPRT;-0.310764831;0.064767779;-0.369387818056802
PTPRU;0.334789576;0.028508051;0.517260766520248
PTPRVP;-0.149329888;0.543425117;-0.0395515578072523
PTPRZ1;0.384776783;0.168149998;0.297933868780685
PTRF;0.963897255;0.001437145;2.7398773803138
PTRH1;-0.378462762;0.009443818;-0.766331228607512
PTRH2;0.322536782;0.002081912;0.864894518495395
PTRHD1;-0.554015335;0.002770929;-1.41682474689125
PTS;-0.423035372;0.078555304;-0.467379837586174
PTTG1;0.336411245;0.019798192;0.573034325594876
PTTG1IP;-0.685909276;0.000628588;-2.19603040003545
PTTG2;0.173040899;0.020852986;0.290852636800746
PTX3;-0.068476229;0.940645415;-0.00181969121608115
PUF60;-0.337762863;0.097435092;-0.341574381952378
PUM1;0.407188142;0.001791911;1.11841697729987
PUM2;-0.670383939;0.032782363;-0.995090932789497
PUM3;0.183048764;0.198819778;0.128416105947238
PURA;0.210984476;0.053457589;0.268370277038758
PURB;0.581111237;0.016289263;1.03908416880808
PURG;-0.273603544;0.056813123;-0.340787260045809
PURPL;0.171431023;0.66624466;0.030234648177967
PUS1;-0.373474838;0.027666679;-0.581889845348136
PUS10;0.148762853;0.0017482;0.410200012486255
PUS3;-0.155974246;0.052221523;-0.199982452265963
PUS7;0.294870363;0.009950627;0.590374565478409
PUS7L;0.211588288;0.161274883;0.167669597790055
PUSL1;-0.524385735;0.006434242;-1.14919270624941
PVR;0.623143429;0.061990712;0.752553728315301
PVRIG;0.371439423;0.21017856;0.251617369297685
PVRIG2P;0.385209978;0.241694819;0.237571574037143
PVRL1;-0.445917907;0.048307752;-0.58682046167239
PVRL2;0.282553761;0.034075436;0.41466419587088
PVT1;-0.56869369;0.009568402;-1.1482838848295
PWAR1;0.304288448;0.492830543;0.0935085657257498
PWP1;0.251304095;0.02185816;0.417261901441874
PWP2;0.276521643;0.018285928;0.480562261002826
PWRN1;-0.075877217;0.601518671;-0.0167499630100901
PWRN2;-0.099387585;0.561898553;-0.0248808953810117
PWRN3;-0.23926135;0.53243429;-0.0654939622482219
PWRN4;-0.232136159;0.042698407;-0.317930973736406
PWWP2A;0.267372594;0.256306556;0.158081448668642
PWWP2B;-0.452818153;0.000929612;-1.37280801504994
PXDC1;0.257965651;0.018416024;0.447519876168838
PXDN;-0.389117942;0.000343488;-1.34793896107131
PXDNL;-0.23537688;0.113418083;-0.222505930237454
PXK;-0.326401795;0.012606663;-0.61996752259277
PXMP2;-0.425376025;0.031065979;-0.641345794673536
PXMP4;0.286304109;0.01625029;0.51223781413764
PXN;0.502961654;0.007279064;1.07529402360439
PXN-AS1;0.334496618;0.049548881;0.436506763468393
PXT1;0.365027695;0.006456945;0.799400764501563
PXYLP1;-0.325717202;0.090642394;-0.339615109634089
PYCARD;-0.444609223;0.065975459;-0.524913464749756
PYCARD-AS1;-0.444609223;0.065975459;-0.524913464749756
PYCR1;0.596075729;0.001972896;1.61232274045043
PYCR2;-0.378327954;0.069535991;-0.43802445487043
PYCR3;0.076337131;0.671848545;0.013185607218777
PYCRL;-0.09987946;0.228612341;-0.0640127787874133
PYDC1;0.482619559;0.001048931;1.43784580728304
PYDC2;-0.232398343;0.319129514;-0.115277254051719
PYGB;0.306227518;0.008925055;0.627579337172243
PYGL;-0.678341067;0.008570181;-1.40213777282938
PYGM;0.189867612;0.026485879;0.299418491804298
PYGO1;-0.248501644;0.148681498;-0.205695514186283
PYGO2;-0.494989204;0.044611263;-0.668510382582528
PYHIN1;-0.213753946;0.074357595;-0.241258663471978
PYM1;0.206314357;0.337639584;0.0972868425469175
PYROXD1;0.395218597;0.027197904;0.618700708430654
PYROXD2;0.266762404;0.078284319;0.295125975833556
PYURF;0.394560621;0.016542892;0.702865778657846
PYY;-0.310764831;0.064767779;-0.369387818056802
PYY2;-0.56452373;0.031843762;-0.845078266735876
QARS;0.31385727;0.027537063;0.489643197336857
QDPR;-0.519680751;0.000433259;-1.74781753667777
QKI;-0.444405097;0.000149798;-1.6996246203796
QPCT;-0.317165758;0.01744351;-0.557693523752209
QPCTL;0.316628577;0.004106463;0.755644258321327
QPRT;-0.541516372;0.003237222;-1.34828236381723
QRFP;-0.231506242;0.028969891;-0.356068902168672
QRFPR;-0.61436406;0.048206117;-0.809054709426624
QRICH1;0.382744042;0.050979128;0.494737856559311
QRSL1;0.253969439;0.012394187;0.484264343565195
QSER1;0.590342125;0.035595431;0.85517299327643
QSOX1;-0.650375161;0.047662596;-0.8596803957153
QSOX2;0.703431188;0.024677033;1.13091128586279
QTRT1;0.240379935;0.0279685;0.373389562742956
QTRT2;-0.405273285;0.135733122;-0.351499259389292
QTRTD1;-0.23494756;0.120766726;-0.215694243534793
R3HCC1;0.30723733;0.074742654;0.346081801899072
R3HCC1L;-0.376147495;0.011947314;-0.723229968493954
R3HDM1;0.156778421;0.150526343;0.128932612025229
R3HDM2;0.182299362;0.108426061;0.175894514438746
R3HDM4;-0.394628842;0.003238452;-0.982492643406528
R3HDML;-0.250488798;0.147573061;-0.208154416268308
RAB10;-0.427408763;0.007540733;-0.907212043102807
RAB11A;0.698517546;0.009410035;1.41548207509445
RAB11B;0.262836423;0.028944249;0.404357465846317
RAB11B-AS1;0.262836423;0.028944249;0.404357465846317
RAB11FIP1;0.240721335;0.015749358;0.43395729217574
RAB11FIP2;-0.227851172;0.024329758;-0.367720396184188
RAB11FIP3;0.306840526;0.012999278;0.57872601505752
RAB11FIP4;0.246573525;0.003980599;0.591789175903624
RAB11FIP5;-0.219636511;0.201387567;-0.152859839393826
RAB12;0.469037642;0.042280733;0.644390878563156
RAB13;0.606498634;0.002263316;1.60434342667474
RAB14;-0.347055584;0.033130817;-0.513561696880039
RAB15;0.189867612;0.026485879;0.299418491804298
RAB17;0.084434039;0.176942726;0.0635085219794136
RAB18;0.376242331;0.13871442;0.322770165046674
RAB19;-0.234314029;0.540433509;-0.0626222356972529
RAB1A;0.296182397;0.001775418;0.814708736196805
RAB1B;0.228970635;0.029585488;0.350078072414209
RAB20;-0.529924188;0.083106994;-0.572510181312822
RAB21;0.124401909;0.043082422;0.169895673386978
RAB22A;0.252321676;0.007161911;0.541222697928439
RAB23;-0.338883027;0.036080045;-0.488917702290026
RAB24;0.318824221;0.008013501;0.668312223727666
RAB25;-0.240605158;0.247691874;-0.145827956995359
RAB26;0.448865093;0.02119093;0.751332828340788
RAB27A;0.489617444;0.004410607;1.15329469114186
RAB27B;0.334687996;0.219464887;0.22043721293227
RAB28;-0.476430767;0.119372147;-0.439791809316074
RAB29;0.467606475;0.024623617;0.752214292129911
RAB2A;0.589482074;0.019167346;1.01239892446092
RAB2B;0.676915803;0.030198251;1.02892434683229
RAB30;0.299864417;0.016494908;0.534553333665216
RAB30-AS1;0.038700099;0.068158335;0.0451429312356944
RAB31;0.493755677;0.002114933;1.32064998127623
RAB32;-0.502181788;0.065417285;-0.594737649992865
RAB33A;0.232604177;0.021498646;0.387888141658007
RAB33B;-0.556188532;0.029224189;-0.853336444487582
RAB34;0.203267458;0.075963701;0.227536349365496
RAB35;-0.597601893;0.018157298;-1.04039428574758
RAB36;-0.693078182;0.013144528;-1.30385679814197
RAB37;0.156360297;0.156074987;0.12613064363033
RAB38;0.163974626;0.099586007;0.164270055927014
RAB39A;0.414429529;0.129018593;0.368571947836978
RAB39B;0.36839219;0.028215952;0.5708256479905
RAB3A;0.483294222;0.005143057;1.10615350297905
RAB3B;0.320997236;0.066849186;0.377140896963044
RAB3C;0.218629939;0.369388548;0.0945610719581046
RAB3D;0.324220048;0.025895507;0.514464455247
RAB3GAP1;0.226973996;0.071115301;0.260574533516704
RAB3GAP2;0.173967168;0.069941432;0.20097826385625
RAB3IL1;-0.50108653;0.010440427;-0.992793591490899
RAB3IP;-0.522692215;0.020040151;-0.887583133055428
RAB40A;0.126726249;0.052430641;0.162262168913356
RAB40AL;0.394182615;0.09525454;0.402505511261402
RAB40B;0.596075729;0.001972896;1.61232274045043
RAB40C;-0.477914041;0.022722138;-0.785476007693128
RAB42;-0.612768585;0.004206333;-1.45599719746736
RAB43;-0.349668726;0.022493712;-0.57623268508778
RAB44;0.441903501;0.009654829;0.890548422747777
RAB4A;0.023938091;0.997389666;2.71729850199204E-05
RAB4B;0.628439964;0.019556722;1.07381784110673
RAB4B-EGLN2;0.628439964;0.019556722;1.07381784110673
RAB5A;-0.405603637;0.024655281;-0.6522471702201
RAB5B;0.6479839;0.025447768;1.03311332744722
RAB5C;-0.422927853;0.003445004;-1.0415910596243
RAB5IF;0.149443697;0.34536957;0.0690005355616544
RAB6A;0.26894449;0.014008535;0.498517464705239
RAB6B;0.12851579;0.204493269;0.088588630622525
RAB6D;0.138186665;0.663719805;0.0245993299964261
RAB7A;-0.705371283;0.009198864;-1.43632342121019
RAB7B;0.296201436;0.105930346;0.288790360309848
RAB8A;0.205940901;0.007173306;0.44159508752732
RAB8B;0.231062235;0.005403921;0.523885327833502
RAB9A;0.57459449;0.013991282;1.06538005839364
RAB9B;-0.263723348;0.626591371;-0.0535399511511649
RAB9BP1;-0.026514308;0.367528361;-0.0115260120855533
RABAC1;0.554458384;0.000152064;2.1169074667036
RABEP1;0.382287663;0.070245045;0.440924590478981
RABEP2;0.274433246;0.039377997;0.385509108443685
RABEPK;-1.013903304;0.011287383;-1.97448212625391
RABGAP1;-0.222533006;0.039620529;-0.312009017014112
RABGAP1L;0.248656737;0.072070093;0.284026894045871
RABGEF1;0.354958521;0.033610377;0.523040828312156
RABGGTA;0.28719567;0.023854066;0.465957048816179
RABGGTB;-0.616460567;0.011276422;-1.20075957236787
RABIF;0.337611983;0.003915968;0.812686353291184
RABL2B;-0.654600184;0.015154888;-1.19101051698376
RABL3;0.277491148;0.05842901;0.342249665718997
RABL6;-0.345407663;0.004846357;-0.799475256581079
RAC1;0.286277866;0.005590745;0.644849571946568
RAC2;-0.857223328;0.003261163;-2.13159509562128
RAC3;0.596075729;0.001972896;1.61232274045043
RACGAP1;-0.592924355;0.002148001;-1.58190173557488
RACGAP1P;0.193311788;0.16223449;0.152688632614922
RACK1;0.030085924;0.591310869;0.00686513063616764
RAD1;-0.350468599;0.011767299;-0.676167202862911
RAD17;0.258900265;0.096905546;0.262434607569204
RAD18;0.147459672;0.055022333;0.185719705816842
RAD21;0.230027529;0.075315616;0.258347360756461
RAD21-AS1;0.387517103;0.040030095;0.54159908782927
RAD21L1;-0.524385735;0.006434242;-1.14919270624941
RAD23A;0.451813127;0.003181374;1.12835144931448
RAD23B;-0.570065225;0.016306783;-1.01906667187676
RAD50;-0.570577904;0.005630696;-1.2834795732788
RAD51;0.298228361;0.003104554;0.747956962518995
RAD51-AS1;0.298228361;0.003104554;0.747956962518995
RAD51AP1;-0.347893391;0.066709684;-0.409056916519361
RAD51AP2;-0.198165325;0.151328191;-0.162511451336603
RAD51B;0.431172006;0.008220165;0.899045142455362
RAD51C;-0.687249471;0.012649496;-1.30434917414217
RAD51D;-0.673783245;0.017617895;-1.1818467940838
RAD51L3-RFFL;-0.673783245;0.017617895;-1.1818467940838
RAD52;-0.416024891;0.008058822;-0.87104314463789
RAD54B;-0.357554993;0.072719483;-0.407022446457841
RAD54L;-0.477568278;0.002278733;-1.26188179298873
RAD54L2;0.335173123;0.007173766;0.718695905337666
RAD9A;-0.560570701;0.014048603;-1.03838258925801
RAD9B;0.425803312;0.042688657;0.58321747732702
RADIL;0.248364744;0.003999046;0.595589484879353
RAE1;-0.323356684;0.023673232;-0.525694686295378
RAET1E;0.041183755;0.738212931;0.00542877470090075
RAET1E-AS1;-0.428840109;0.03197319;-0.641207748260949
RAET1G;-0.27601662;0.200855947;-0.192415410243936
RAET1K;-0.539905411;0.048087766;-0.711576650083054
RAET1L;0.041183755;0.738212931;0.00542877470090075
RAF1;0.334736523;0.012785193;0.633754219321573
RAG1;0.258083439;0.023198511;0.421847675857802
RAG2;-0.349899657;0.125218482;-0.315725505229864
RAI1;0.53855148;0.010047386;1.07599726680415
RAI1-AS1;0.127326273;0.282816358;0.0698378845517497
RAI14;-0.350468599;0.011767299;-0.676167202862911
RAI2;-0.137138301;0.263002138;-0.0795457989920742
RALA;-0.301522532;0.006781273;-0.653908529495135
RALB;0.451026234;0.031394683;0.677957331368562
RALBP1;0.563050607;0.002362129;1.47896299594563
RALGAPA1;-0.543963478;0.009427868;-1.10184508116436
RALGAPA1P;-0.543963478;0.009427868;-1.10184508116436
RALGAPA1P1;-0.159826142;0.47689388;-0.0513966111845332
RALGAPA2;-0.557078121;0.033017201;-0.825177396232193
RALGAPB;0.284400139;0.020842103;0.478093260312699
RALGDS;0.419273308;0.001172627;1.22882302826797
RALGPS1;0.815063005;0.02969433;1.24486730173483
RALGPS2;-0.332918854;0.020716023;-0.560533348951947
RALY;-0.385662041;0.010489702;-0.763316522970745
RALY-AS1;-0.385662041;0.010489702;-0.763316522970745
RALYL;-0.039149914;0.559066102;-0.00988679555346493
RAMMET;-0.668103945;0.024374433;-1.07769540946507
RAMP1;-0.444536902;0.156843675;-0.357644603069246
RAMP2;-0.114026447;0.07817941;-0.12621674208528
RAMP2-AS1;-0.114026447;0.07817941;-0.12621674208528
RAN;0.519896479;0.030293462;0.789541355431367
RANBP1;-0.418205911;0.011658813;-0.808536584462164
RANBP10;0.285562497;0.027412697;0.446062394211797
RANBP17;-0.181108996;0.177434297;-0.136006051701277
RANBP2;-0.415610784;0.054703774;-0.524493623814579
RANBP3;-0.656714479;0.014311223;-1.21119378287116
RANBP3L;-0.437361912;0.090388714;-0.456555886100678
RANBP6;0.322587406;0.045314255;0.433481715862098
RANBP9;-0.278384305;0.001759477;-0.766841973703065
RANGAP1;-0.337021562;0.045370054;-0.452697709931485
RANGRF;-0.256140481;0.115127508;-0.240470035819422
RAP1A;0.194344443;0.093188634;0.200298584252981
RAP1B;0.405253455;0.025160954;0.648110866694046
RAP1GAP;-0.480850239;0.016476743;-0.857417828988981
RAP1GAP2;0.387817959;0.044149418;0.525522427438585
RAP1GDS1;0.736445675;0.007011848;1.58642734370857
RAP2A;0.299730467;0.06531127;0.355184161541018
RAP2B;-0.688470727;0.021036847;-1.15457873221906
RAP2C;0.47774044;0.002966373;1.20761997786599
RAP2C-AS1;0.47774044;0.002966373;1.20761997786599
RAPGEF1;0.568074199;0.005577354;1.28019598923586
RAPGEF2;-0.795883412;0.006007947;-1.76787505623339
RAPGEF3;-0.671785541;0.003091558;-1.68606253408948
RAPGEF4;-0.201464182;0.466229947;-0.0667651965133242
RAPGEF5;-0.32750239;0.005888252;-0.730334787576248
RAPGEF6;-0.570577904;0.005630696;-1.2834795732788
RAPGEFL1;-0.750909369;0.000592439;-2.42345212767117
RAPH1;-0.30699626;0.128390791;-0.273676766444751
RARA;-0.750909369;0.000592439;-2.42345212767117
RARA-AS1;0.575771765;0.006056536;1.27693262743113
RARB;0.241310611;0.471630511;0.0787633266372799
RARG;-0.680069708;0.001206349;-1.98480182607512
RARRES1;0.447802642;0.048954591;0.586713965167101
RARRES2;0.097540759;0.717839574;0.0140431969706467
RARRES3;0.226642784;0.084609582;0.24309261936669
RARS;0.19745014;0.163879453;0.155092246318666
RARS2;0.461949806;0.052166928;0.592499009527763
RASA1;0.409146493;0.028757842;0.630594457454048
RASA2;-0.295645468;0.01421932;-0.54609300336424
RASA3;-0.506200741;0.032616751;-0.752497420121495
RASA4;-0.076776634;0.920814273;-0.00275074998631591
RASA4CP;0.012288021;0.771000708;0.00138787327381664
RASAL1;-0.851386318;0.05242664;-1.0901558869401
RASAL2;-0.282915357;0.108156305;-0.2732815680141
RASAL2-AS1;0.432001454;0.109100086;0.415660958857205
RASAL3;-0.209181143;0.028524416;-0.323139523501725
RASD1;-0.565794879;0.01377817;-1.05283589807318
RASD2;-0.267380915;0.206732494;-0.183046636443415
RASEF;-0.36749632;0.019684011;-0.626906974684029
RASGEF1A;0.233670449;0.029142034;0.358796333616289
RASGEF1B;0.270518985;0.005433232;0.612709743325651
RASGEF1C;0.27559729;0.054421634;0.348417927249491
RASGRF1;0.351928019;0.324597706;0.171971229076229
RASGRF2;0.166009526;0.087618524;0.175539147972022
RASGRF2-AS1;0.166009526;0.087618524;0.175539147972022
RASGRP1;0.34708999;0.031539726;0.521031390891228
RASGRP2;-0.667747864;0.007240429;-1.42913781767751
RASGRP3;0.249951076;0.066470164;0.29428571061657
RASGRP4;-0.638565866;0.019474833;-1.09228368112036
RASIP1;0.659778935;0.000135517;2.55202902511538
RASL11A;0.270552589;0.098288877;0.272580550274094
RASL11B;0.392648157;0.099042127;0.394289442568167
RASL12;0.097424644;0.486411726;0.0304935203668477
RASSF1;0.353153717;0.008007837;0.740381391111929
RASSF1-AS1;0.353153717;0.008007837;0.740381391111929
RASSF10;0.094302483;0.274032174;0.0530167091944679
RASSF2;0.349370763;0.033409637;0.515716050543318
RASSF3;0.423803;0.00066168;1.34741891234297
RASSF4;0.282553761;0.034075436;0.41466419587088
RASSF5;0.202770682;0.065861242;0.23954721756545
RASSF6;-0.30030279;0.013404923;-0.562387748534496
RASSF7;-0.615270321;0.009013713;-1.25828704106846
RASSF8;-0.352013668;0.001041996;-1.04975190957215
RASSF8-AS1;-0.352013668;0.001041996;-1.04975190957215
RASSF9;0.357725831;0.103318236;0.352654358098974
RAVER1;-0.242859087;0.006321013;-0.53409893816033
RAVER2;0.408849488;0.042439491;0.561035464832713
RAX;0.251433312;0.04894921;0.329441581469846
RB1;0.364373786;0.022238411;0.602272063603909
RB1CC1;-0.680069708;0.001206349;-1.98480182607512
RBAK;-0.561640401;0.010139307;-1.11990631319326
RBAK-RBAKDN;-0.561640401;0.010139307;-1.11990631319326
RBAKDN;-0.302149813;0.297508105;-0.159082238613376
RBBP4;0.407188142;0.001791911;1.11841697729987
RBBP5;0.170524855;0.105473673;0.1665782158051
RBBP6;0.295838867;0.022787477;0.485857282646526
RBBP7;0.429962568;0.004237356;1.02026034778538
RBBP8;-0.445655854;0.033212947;-0.658988007905209
RBBP8NL;-0.418571836;0.024283654;-0.675862068388916
RBBP9;0.304944079;0.045661985;0.408760830914553
RBCK1;-0.464736514;0.005333811;-1.05632861168231
RBFA;0.244504248;0.028722957;0.376969522742152
RBFADN;-0.090079474;0.312768266;-0.045470075259547
RBFOX1;-0.343703011;0.138215144;-0.295393617564041
RBFOX2;0.547788302;0.024759958;0.879885012861134
RBFOX3;-0.240601709;0.197095904;-0.169701775084034
RBKS;-0.28318765;0.009408683;-0.573871606610704
RBL1;0.459679363;0.022514507;0.757339015336362
RBL2;-0.35427384;0.078037807;-0.392427341198936
RBM10;-0.343096573;0.000916864;-1.04222277149026
RBM11;0.419182151;0.03407433;0.615180270611928
RBM12;-0.517070741;0.004151533;-1.2315546986958
RBM12B;0.388447359;0.036052564;0.560554338885896
RBM12B-AS1;0.388447359;0.036052564;0.560554338885896
RBM14;-0.365729052;0.031036092;-0.551568041198458
RBM14-RBM4;-0.365729052;0.031036092;-0.551568041198458
RBM15;0.34109266;0.00635288;0.749390584409593
RBM15-AS1;0.081376455;0.195879097;0.0576154990683666
RBM15B;-0.275763102;0.066317995;-0.324950583837525
RBM17;-0.381310482;0.016119329;-0.683557394950771
RBM18;-0.222533006;0.039620529;-0.312009017014112
RBM19;0.548501865;0.000781612;1.70420011125945
RBM20;0.202056199;0.04361877;0.274862419203766
RBM22;-0.428840109;0.03197319;-0.641207748260949
RBM23;0.155475494;0.048500033;0.204334906491504
RBM24;0.201917609;0.044789608;0.272351062322163
RBM25;0.307759731;0.043031197;0.420466444984303
RBM26;0.503018911;0.003967282;1.20800339976418
RBM26-AS1;-0.451506535;0.039477081;-0.633759390603211
RBM27;0.116634652;0.179297143;0.0870592103062572
RBM28;0.549440727;0.000484916;1.82102980002739
RBM3;0.611378409;0.004598969;1.42899891570947
